Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,Distribute,GDP_USD
1.599542293632886,1.3462534566873365,3.1062837195053876,3.5334086767044326,0.8298426421724379,0.0,0.0,1,1,-0.5456975560081466,-3.749592169657423
-1.3059434570111275,0.2856314707975279,0.0,0.817059492511286,-0.5503397132132088,0.0,-0.6250000000000001,1,1,0.14485743380855395,1.0
-1.2241922175838698,-0.08079652505353234,0.0,0.817059492511286,-0.5503397132132088,1.0,0.0,1,1,0.37716395112016293,1.0
0.11790560450032343,-0.7556691859983599,0.817059492511286,0.817059492511286,0.0,-2.0,0.6250000000000001,1,1,0.14485743380855395,1.0
0.08655997709697665,0.06745719325612136,0.0,0.817059492511286,0.0,2.0,-0.5000000000000006,1,1,0.0,1.0
-0.1175259578068521,-1.7748056422654173,-1.0,0.0,0.0,0.0,1.8750000000000004,1,1,0.6095128988458927,0.0
1.1371218485045493,-0.4236368357718038,0.0,0.0,1.1591715781382466,0.0,-0.6250000000000001,1,1,0.6095128988458927,0.0
0.7166879905028294,0.4187029123267251,3.5334086767044326,1.5078734502500746,0.4496602867867911,1.0,0.0,1,0,1.1049304141208416,1.0
-0.23168035698570147,0.8168681737911994,-2.2892242269941008,-2.2892242269941008,0.0,-1.5,0.0,1,1,1.0074253224711471,1.0
-0.3557732537738427,0.13250467925009682,-1.0,-1.0,-1.2598510045646634,-1.0,-0.6250000000000001,1,1,-0.1427359131025119,1.0
-0.13592838907407334,-0.25796485571037603,-1.0,0.0,0.4496602867867911,-2.0,-0.6250000000000001,1,1,-0.41221147318397827,0.0
-0.6446070071630657,-0.7556691859983599,0.0,0.0,-0.5503397132132088,1.0,0.0,1,0,0.2582739307535642,1.0
1.7552788988444654,0.9844471027155138,0.0,0.0,1.1591715781382466,0.0,2.2500000000000004,1,1,0.6095128988458927,0.0
1.0924300333459689,0.5401569751595605,0.817059492511286,-1.0,0.4496602867867911,0.0,0.0,0,1,-0.3007467752885268,0.0
1.6533663656928443,1.4576239781078904,1.5078734502500746,1.5078734502500746,0.0,3.0,0.12499999999999958,1,1,-0.43779701289884587,1.0
0.2858840757391308,-0.46752175440785526,-1.0,-1.0,0.8298426421724379,0.0,0.0,1,0,0.3567124915139171,0.0
0.30640484179674504,-0.25796485571037603,3.1062837195053876,3.1062837195053876,0.0,0.0,0.0,1,1,0.38229803122878475,0.0
0.2927571908992322,-0.7043661878687079,0.0,1.5078734502500746,1.4496602867867927,0.0,0.0,1,1,-0.36197386286490146,0.0
