Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,Distribute,GDP_USD
-0.8084594328816828,-1.0,0.0,0.4496602867867911,1.0,0.25000000000000033,1,1,-0.41221147318397827,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9356754921928039,0.0
0.1002713422510515,-1.0,0.0,0.0,-2.0,-1.8750000000000007,1,1,-0.27410047522063824,-3.749592169657423
-2.1811803962090157,-1.0,-1.0,0.4496602867867911,0.0,-0.6250000000000002,0,0,0.6095128988458928,0.0
-0.2979914339251089,-1.0,-2.2892242269941008,0.0,3.0,-0.6250000000000002,1,1,-0.5706466395112016,-3.84910277324633
-1.2970046357445515,-2.2892242269941008,-2.2892242269941008,-1.2598510045646634,0.0,0.0,1,1,0.37716395112016293,1.0
-0.8084594328816828,-2.2892242269941008,-2.2892242269941008,-2.259851004564664,0.0,0.0,1,1,0.6380261371350986,1.0
-0.1061156061288113,-2.2892242269941008,-2.2892242269941008,-1.2598510045646634,0.0,0.0,1,0,0.6380261371350986,1.0
0.5324782455921447,-1.0,-2.2892242269941008,-0.5503397132132088,-0.5,-0.6250000000000002,0,0,-0.43779701289884587,1.0
0.4804422484597781,-1.0,-1.0,-1.2598510045646634,0.0,1.2500000000000004,1,0,0.25827393075356425,1.0
-0.3807845998952971,3.106283719505388,3.106283719505388,0.8298426421724379,-2.0,0.0,1,1,-0.28619314324507805,0.0
0.1641774079646908,-1.0,-1.0,-0.5503397132132088,3.0,0.0,1,1,-0.43779701289884587,1.0
0.5324782455921447,-1.0,-1.0,0.0,-2.0,-1.500000000000001,1,1,0.727511880515954,0.0
-0.7043661878687079,0.0,-1.0,0.0,0.0,0.6250000000000002,1,1,-0.30074677528852684,0.0
0.4804422484597781,0.0,0.0,0.0,0.0,1.8750000000000007,1,0,0.35671249151391715,0.0
-0.3807845998952971,0.817059492511286,-1.0,0.4496602867867911,-1.5,-0.8750000000000006,1,1,-0.10798540393754241,0.0
0.5478034636401611,1.5078734502500746,1.5078734502500746,0.4496602867867911,3.0,-1.4625000000000001,1,1,0.14485743380855393,1.0
-0.0700523287115293,2.634118985022575,0.0,0.8298426421724379,0.0,0.0,1,1,0.9356754921928039,0.0
0.2560188508972562,0.0,-1.0,-0.5503397132132088,3.0,0.0,1,0,0.7353190767141887,1.0
1.1743205817695104,0.0,0.0,0.4496602867867911,0.0,-0.6250000000000002,1,1,0.35671249151391715,0.0
0.0674571932561213,0.0,-1.0,-0.5503397132132088,-2.0,-0.6250000000000002,1,1,0.14248133061778673,-2.889070146818924
1.1922629534814777,0.0,0.0,1.1591715781382466,0.0,1.8750000000000007,1,0,-0.41221147318397827,0.0
-1.098137874228316,0.0,-1.0,-0.5503397132132088,0.0,0.0,1,1,0.37716395112016293,1.0
0.2259167440977439,0.0,0.817059492511286,0.4496602867867911,0.0,0.0,1,0,-0.43779701289884587,1.0
0.1953086959148824,0.0,-1.0,-0.5503397132132088,3.0,0.0,1,0,1.0074253224711474,1.0
1.0627876112165486,-2.2892242269941008,0.0,0.0,-1.0,-0.6250000000000002,1,0,-0.43779701289884587,1.0
-0.257964855710376,-1.0,0.0,0.4496602867867911,-1.0,0.6250000000000002,1,1,-0.41221147318397827,0.0
-0.7043661878687079,0.0,0.817059492511286,0.8298426421724379,-2.0,0.0,1,1,0.35671249151391715,0.0
0.726917249036983,0.0,0.0,-0.5503397132132088,-1.0,-0.5000000000000007,1,1,0.37716395112016293,1.0
-1.3684308883218184,-1.0,0.0,0.8298426421724379,-1.0,-1.3750000000000007,1,1,0.9356754921928039,0.0
0.2560188508972562,0.0,0.817059492511286,0.0,0.0,0.0,1,0,1.1049304141208418,1.0
1.1743205817695104,0.817059492511286,0.817059492511286,-1.2598510045646634,3.0,0.6250000000000002,1,1,-0.38335879158180586,-2.619086460032627
0.6564128572729505,-1.0,-1.0,-0.5503397132132088,0.0,0.0,1,0,0.37716395112016293,1.0
1.1007293168536536,0.817059492511286,0.817059492511286,0.4496602867867911,0.0,0.0,1,0,-0.41221147318397827,0.0
-0.4236368357718038,1.5078734502500746,0.0,0.4496602867867911,-2.0,-0.6250000000000002,1,1,-0.5098014256619146,0.0
-0.4675217544078552,0.0,0.0,-0.5503397132132088,-1.0,0.0,1,1,0.37716395112016293,1.0
0.6492099368837846,-2.2892242269941008,-1.0,-1.2598510045646634,1.0,1.2500000000000004,1,0,-0.43779701289884587,1.0
0.9844471027155138,0.817059492511286,0.0,-0.5503397132132088,0.0,0.6250000000000002,1,1,-0.43037169042769857,1.0
0.2560188508972562,0.0,0.817059492511286,0.0,0.0,0.0,1,0,-0.14273591310251194,1.0
-0.2979914339251089,0.0,-1.0,0.0,-1.0,-0.6250000000000002,1,1,1.1049304141208418,1.0
